id,release_date,movie,production_budget,domestic_gross_x,worldwide_gross,net_profit,ROI,release_year,clean_movie,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,clean_title_x,primary_genre,title,studio,domestic_gross_y,foreign_gross,year,total_gross,clean_title_y
93,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,364537546.0,2.047963741573034,2016,x-men apocalypse,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016.0,144.0,"Action,Adventure,Sci-Fi",7.0,356556.0,x-men apocalypse,Action,X-Men: Apocalypse,Fox,155400000.0,388500000.0,2016.0,543900000.0,x-men apocalypse
94,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,351530715.0,1.9748916573033708,2018,the meg,tt4779682,The Meg,The Meg,2018.0,113.0,"Action,Horror,Sci-Fi",5.7,114042.0,the meg,Action,The Meg,WB,145400000.0,384800000.0,2018.0,530200000.0,the meg
95,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,192541256.0,1.0816924494382023,2014,edge of tomorrow,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014.0,113.0,"Action,Sci-Fi",7.9,546284.0,edge of tomorrow,Action,Edge of Tomorrow,WB,100200000.0,270300000.0,2014.0,370500000.0,edge of tomorrow
96,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0,948061550.0,5.417494571428572,2019,captain marvel,tt4154664,Captain Marvel,Captain Marvel,2019.0,123.0,"Action,Adventure,Sci-Fi",7.0,296225.0,captain marvel,Action,,,,,,,
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,787854547.0,4.502025982857143,2016,the jungle book,tt3040964,The Jungle Book,The Jungle Book,2016.0,106.0,"Adventure,Drama,Family",7.4,240821.0,the jungle book,Adventure,,,,,,,
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,679235992.0,3.881348525714286,2015,inside out,tt2096673,Inside Out,Inside Out,2015.0,95.0,"Adventure,Animation,Comedy",8.2,536181.0,inside out,Adventure,Inside Out,BV,356500000.0,501100000.0,2015.0,857600000.0,inside out
99,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,705166350.0,4.029522,2017,spider-man homecoming,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017.0,133.0,"Action,Adventure,Sci-Fi",7.5,426302.0,spider-man homecoming,Action,Spider-Man: Homecoming,Sony,334200000.0,546000000.0,2017.0,880200000.0,spider-man homecoming
100,2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0,571059887.0,3.2631993542857143,2016,suicide squad,tt1386697,Suicide Squad,Suicide Squad,2016.0,123.0,"Action,Adventure,Fantasy",6.0,533039.0,suicide squad,Action,Suicide Squad,WB,325100000.0,421700000.0,2016.0,746800000.0,suicide squad
1,2009-05-29,Up,175000000.0,293004164.0,731463377.0,556463377.0,3.1797907257142857,2009,up,,,,,,,,,,Unknown,,,,,,,
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,623008101.0,3.5600462914285713,2017,coco,tt2380307,Coco,Coco,2017.0,105.0,"Adventure,Animation,Comedy",8.4,277194.0,coco,Adventure,Coco,BV,209700000.0,597400000.0,2017.0,807100000.0,coco
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,623008101.0,3.5600462914285713,2017,coco,tt7002100,Coco,Coco,2017.0,98.0,Horror,7.4,35.0,coco,Horror,Coco,BV,209700000.0,597400000.0,2017.0,807100000.0,coco
3,2018-11-21,Ralph Breaks The Internet,175000000.0,201091711.0,524283695.0,349283695.0,1.9959068285714285,2018,ralph breaks the internet,tt5848272,Ralph Breaks the Internet,Ralph Breaks the Internet,2018.0,112.0,"Adventure,Animation,Comedy",7.1,85694.0,ralph breaks the internet,Adventure,Ralph Breaks the Internet,BV,201100000.0,328100000.0,2018.0,529200000.0,ralph breaks the internet
4,2009-03-27,Monsters vs. Aliens,175000000.0,198351526.0,381687380.0,206687380.0,1.1810707428571428,2009,monsters vs. aliens,,,,,,,,,,Unknown,,,,,,,
5,2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0,208541369.0,1.1916649657142857,2017,cars 3,tt3606752,Cars 3,Cars 3,2017.0,102.0,"Adventure,Animation,Comedy",6.8,59408.0,cars 3,Adventure,Cars 3,BV,152900000.0,231000000.0,2017.0,383900000.0,cars 3
6,2009-08-07,G.I. Joe: The Rise of Cobra,175000000.0,150201498.0,302469017.0,127469017.0,0.7283943828571429,2009,g.i. joe the rise of cobra,,,,,,,,,,Unknown,,,,,,,
7,1999-06-30,Wild Wild West,175000000.0,113805681.0,221229335.0,46229335.0,0.26416762857142856,1999,wild wild west,,,,,,,,,,Unknown,,,,,,,
8,2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000.0,102491776.0,405760225.0,230760225.0,1.3186298571428572,2008,the mummy tomb of the dragon emperor,,,,,,,,,,Unknown,,,,,,,
9,2007-06-22,Evan Almighty,175000000.0,100289690.0,174131329.0,-868671.0,-0.004963834285714286,2007,evan almighty,,,,,,,,,,Unknown,,,,,,,
10,1995-07-28,Waterworld,175000000.0,88246220.0,264246220.0,89246220.0,0.5099784,1995,waterworld,,,,,,,,,,Unknown,,,,,,,
11,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0,-35369664.0,-0.2021123657142857,2017,king arthur legend of the sword,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017.0,126.0,"Action,Adventure,Drama",6.8,169054.0,king arthur legend of the sword,Action,King Arthur: Legend of the Sword,WB,39200000.0,109500000.0,2017.0,148700000.0,king arthur legend of the sword
12,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,-23283185.0,-0.13304677142857144,2013,47 ronin,tt1335975,47 Ronin,47 Ronin,2013.0,128.0,"Action,Adventure,Drama",6.3,135754.0,47 ronin,Action,47 Ronin,Uni.,38400000.0,113400000.0,2013.0,151800000.0,47 ronin
13,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,1135772799.0,6.681016464705882,2018,jurassic world fallen kingdom,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018.0,128.0,"Action,Adventure,Sci-Fi",6.2,219125.0,jurassic world fallen kingdom,Action,Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000.0,2018.0,1309500000.0,jurassic world fallen kingdom
14,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,600867516.0,3.5345148,2014,guardians of the galaxy,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014.0,121.0,"Action,Adventure,Comedy",8.1,948394.0,guardians of the galaxy,Action,Guardians of the Galaxy,BV,333200000.0,440200000.0,2014.0,773400000.0,guardians of the galaxy
15,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,451156389.0,2.653861111764706,2010,iron man 2,tt1228705,Iron Man 2,Iron Man 2,2010.0,124.0,"Action,Adventure,Sci-Fi",7.0,657690.0,iron man 2,Action,Iron Man 2,Par.,312400000.0,311500000.0,2010.0,623900000.0,iron man 2
16,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,544401889.0,3.2023640529411765,2014,captain america the winter soldier,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014.0,136.0,"Action,Adventure,Sci-Fi",7.8,666252.0,captain america the winter soldier,Action,Captain America: The Winter Soldier,BV,259800000.0,454500000.0,2014.0,714300000.0,captain america the winter soldier
17,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,540644566.0,3.1802621529411765,2014,dawn of the planet of the apes,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014.0,130.0,"Action,Adventure,Drama",7.6,390199.0,dawn of the planet of the apes,Action,Dawn of the Planet of the Apes,Fox,208500000.0,502100000.0,2014.0,710600000.0,dawn of the planet of the apes
18,2004-11-10,The Polar Express,170000000.0,187224605.0,311365187.0,141365187.0,0.8315599235294118,2004,the polar express,,,,,,,,,,Unknown,,,,,,,
19,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,231021746.0,1.3589514470588235,2012,snow white and the huntsman,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012.0,127.0,"Action,Adventure,Drama",6.1,258938.0,snow white and the huntsman,Action,Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012.0,396600000.0,snow white and the huntsman
20,2003-07-01,Terminator 3: Rise of the Machines,170000000.0,150358296.0,433058296.0,263058296.0,1.5474017411764707,2003,terminator 3 rise of the machines,,,,,,,,,,Unknown,,,,,,,
21,2004-05-07,Van Helsing,170000000.0,120150546.0,300150546.0,130150546.0,0.7655914470588235,2004,van helsing,,,,,,,,,,Unknown,,,,,,,
22,2019-03-29,Dumbo,170000000.0,113883318.0,345004422.0,175004422.0,1.0294377764705882,2019,dumbo,tt3861390,Dumbo,Dumbo,2019.0,112.0,"Adventure,Family,Fantasy",6.6,25072.0,dumbo,Adventure,,,,,,,
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,36627518.0,0.2154559882352941,2015,tomorrowland,tt1964418,Tomorrowland,Tomorrowland,2015.0,130.0,"Action,Adventure,Family",6.4,161343.0,tomorrowland,Action,Tomorrowland,BV,93400000.0,115700000.0,2015.0,209100000.0,tomorrowland
24,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0,232976036.0,1.3704472705882353,2019,alita battle angel,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019.0,122.0,"Action,Adventure,Sci-Fi",7.5,88207.0,alita battle angel,Action,,,,,,,
25,2019-05-31,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0,129276941.0,0.7604525941176471,2019,godzilla king of the monsters,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019.0,132.0,"Action,Adventure,Fantasy",6.7,36479.0,godzilla king of the monsters,Action,,,,,,,
26,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0,106928112.0,0.628988894117647,2016,alice through the looking glass,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016.0,113.0,"Adventure,Family,Fantasy",6.2,79951.0,alice through the looking glass,Adventure,Alice Through the Looking Glass,BV,77000000.0,222400000.0,2016.0,299400000.0,alice through the looking glass
27,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,591244673.0,3.5833010484848486,2010,shrek forever after,tt0892791,Shrek Forever After,Shrek Forever After,2010.0,93.0,"Adventure,Animation,Comedy",6.3,167532.0,shrek forever after,Adventure,Shrek Forever After,P/DW,238700000.0,513900000.0,2010.0,752600000.0,shrek forever after
28,2016-11-04,Doctor Strange,165000000.0,232641920.0,676404566.0,511404566.0,3.099421612121212,2016,doctor strange,tt1211837,Doctor Strange,Doctor Strange,2016.0,115.0,"Action,Adventure,Fantasy",7.5,514510.0,doctor strange,Action,Doctor Strange,BV,232600000.0,445100000.0,2016.0,677700000.0,doctor strange
29,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0,487127828.0,2.952289866666667,2014,big hero 6,tt2245084,Big Hero 6,Big Hero 6,2014.0,102.0,"Action,Adventure,Animation",7.8,371204.0,big hero 6,Action,Big Hero 6,BV,222500000.0,435300000.0,2014.0,657800000.0,big hero 6
30,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,329870992.0,1.9992181333333334,2010,how to train your dragon,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010.0,98.0,"Action,Adventure,Animation",8.1,611299.0,how to train your dragon,Action,How to Train Your Dragon,P/DW,217600000.0,277300000.0,2010.0,494900000.0,how to train your dragon
31,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,331511521.0,2.0091607333333332,2012,wreck-it ralph,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012.0,101.0,"Adventure,Animation,Comedy",7.7,344496.0,wreck-it ralph,Adventure,Wreck-It Ralph,BV,189400000.0,281800000.0,2012.0,471200000.0,wreck-it ralph
32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,501379375.0,3.038662878787879,2014,interstellar,tt0816692,Interstellar,Interstellar,2014.0,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,interstellar,Adventure,Interstellar,Par.,188000000.0,489400000.0,2014.0,677400000.0,interstellar
33,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0,219169424.0,1.3282995393939394,2016,independence day resurgence,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016.0,120.0,"Action,Adventure,Sci-Fi",5.2,155344.0,independence day resurgence,Action,Independence Day: Resurgence,Fox,103100000.0,286500000.0,2016.0,389600000.0,independence day resurgence
34,2011-07-29,Cowboys and Aliens,163000000.0,100368560.0,176038324.0,13038324.0,0.07998971779141105,2011,cowboys and aliens,,,,,,,,,,Unknown,,,,,,,
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,6.8699981625,2017,beauty and the beast,tt2771200,Beauty and the Beast,Beauty and the Beast,2017.0,129.0,"Family,Fantasy,Musical",7.2,238325.0,beauty and the beast,Family,,,,,,,
36,2018-12-21,Aquaman,160000000.0,335061807.0,1146894640.0,986894640.0,6.1680915,2018,aquaman,tt1477834,Aquaman,Aquaman,2018.0,143.0,"Action,Adventure,Fantasy",7.1,263328.0,aquaman,Action,Aquaman,WB,335100000.0,812700000.0,2018.0,1147800000.0,aquaman
37,2007-05-17,Shrek the Third,160000000.0,322719944.0,807330936.0,647330936.0,4.04581835,2007,shrek the third,,,,,,,,,,Unknown,,,,,,,
38,2010-07-16,Inception,160000000.0,292576195.0,835524642.0,675524642.0,4.2220290125,2010,inception,tt1375666,Inception,Inception,2010.0,148.0,"Action,Adventure,Sci-Fi",8.8,1841066.0,inception,Action,Inception,WB,292600000.0,535700000.0,2010.0,828300000.0,inception
39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,488986787.0,3.05616741875,2015,the hunger games mockingjay - part 2,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015.0,137.0,"Action,Adventure,Sci-Fi",6.6,252384.0,the hunger games mockingjay - part 2,Action,The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015.0,653400000.0,the hunger games mockingjay - part 2
40,2013-05-24,Fast and Furious 6,160000000.0,238679850.0,789300444.0,629300444.0,3.933127775,2013,fast and furious 6,,,,,,,,,,Unknown,,,,,,,
41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,369076069.0,2.30672543125,2014,godzilla,tt0831387,Godzilla,Godzilla,2014.0,123.0,"Action,Adventure,Sci-Fi",6.4,350687.0,godzilla,Action,,,,,,,
42,2011-06-03,X-Men: First Class,160000000.0,146408305.0,355408305.0,195408305.0,1.22130190625,2011,x-men first class,tt1270798,X-Men: First Class,X: First Class,2011.0,131.0,"Action,Adventure,Sci-Fi",7.7,608930.0,x-men first class,Action,X-Men: First Class,Fox,146400000.0,207200000.0,2011.0,353600000.0,x-men first class
43,2008-12-25,The Curious Case of Benjamin Button,160000000.0,127509326.0,329631958.0,169631958.0,1.0601997375,2008,the curious case of benjamin button,,,,,,,,,,Unknown,,,,,,,
44,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,57986320.0,0.3624145,2010,the sorcerer's apprentice,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010.0,109.0,"Action,Adventure,Family",6.1,143862.0,the sorcerer's apprentice,Action,The Sorcerer's Apprentice,BV,63200000.0,152100000.0,2010.0,215300000.0,the sorcerer's apprentice
45,2006-05-12,Poseidon,160000000.0,60674817.0,181674817.0,21674817.0,0.13546760625,2006,poseidon,,,,,,,,,,Unknown,,,,,,,
46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,265522281.0,1.65951425625,2016,warcraft,tt0803096,Warcraft,Warcraft,2016.0,123.0,"Action,Adventure,Fantasy",6.9,225557.0,warcraft,Action,Warcraft,Uni.,47400000.0,386300000.0,2016.0,433700000.0,warcraft
47,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122603824.0,-33396176.0,-0.2140780512820513,2016,deepwater horizon,tt1860357,Deepwater Horizon,Deepwater Horizon,2016.0,107.0,"Action,Drama,History",7.1,133303.0,deepwater horizon,Action,Deepwater Horizon,LG/S,61400000.0,60400000.0,2016.0,121800000.0,deepwater horizon
48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,263186950.0,1.6979803225806451,2010,the chronicles of narnia the voyage of the dawn treader,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0,113.0,"Adventure,Family,Fantasy",6.3,129663.0,the chronicles of narnia the voyage of the dawn treader,Adventure,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000.0,2010.0,415700000.0,the chronicles of narnia the voyage of the dawn treader
49,2015-07-01,Terminator: Genisys,155000000.0,89760956.0,432150894.0,277150894.0,1.7880702838709677,2015,terminator genisys,tt1340138,Terminator Genisys,Terminator Genisys,2015.0,126.0,"Action,Adventure,Sci-Fi",6.4,234615.0,terminator genisys,Action,Terminator: Genisys,Par.,89800000.0,350800000.0,2015.0,440600000.0,terminator genisys
50,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,135930148.0,0.8769686967741935,2018,pacific rim uprising,tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,2018.0,111.0,"Action,Adventure,Sci-Fi",5.6,89462.0,pacific rim uprising,Action,Pacific Rim Uprising,Uni.,59900000.0,231100000.0,2018.0,291000000.0,pacific rim uprising
51,2004-11-24,Alexander,155000000.0,34297191.0,167297191.0,12297191.0,0.07933671612903226,2004,alexander,,,,,,,,,,Unknown,,,,,,,
52,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,337592267.0,2.2210017565789473,2017,war for the planet of the apes,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017.0,140.0,"Action,Adventure,Drama",7.5,201943.0,war for the planet of the apes,Action,War for the Planet of the Apes,Fox,146900000.0,343800000.0,2017.0,490700000.0,war for the planet of the apes
53,2001-05-25,Pearl Harbor,151500000.0,198539855.0,449239855.0,297739855.0,1.9652795709570956,2001,pearl harbor,,,,,,,,,,Unknown,,,,,,,
54,2007-07-02,Transformers,151000000.0,319246193.0,708272592.0,557272592.0,3.690546966887417,2007,transformers,,,,,,,,,,Unknown,,,,,,,
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,671133378.0,4.47422252,2017,wonder woman,tt0451279,Wonder Woman,Wonder Woman,2017.0,141.0,"Action,Adventure,Fantasy",7.5,487527.0,wonder woman,Action,Wonder Woman,WB,412600000.0,409300000.0,2017.0,821900000.0,wonder woman
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,1122469910.0,7.483132733333333,2013,frozen,tt2294629,Frozen,Frozen,2013.0,102.0,"Adventure,Animation,Comedy",7.5,516998.0,frozen,Adventure,Frozen,BV,400700000.0,875700000.0,2013.0,1276400000.0,frozen
57,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0,869429616.0,5.79619744,2016,zootopia,tt2948356,Zootopia,Zootopia,2016.0,108.0,"Adventure,Animation,Comedy",8.0,383446.0,zootopia,Adventure,Zootopia,BV,341300000.0,682500000.0,2016.0,1023800000.0,zootopia
58,2007-07-11,Harry Potter and the Order of the Phoenix,150000000.0,292137260.0,943076457.0,793076457.0,5.28717638,2007,harry potter and the order of the phoenix,,,,,,,,,,Unknown,,,,,,,
59,2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,290201752.0,897099794.0,747099794.0,4.980665293333334,2005,harry potter and the goblet of fire,,,,,,,,,,Unknown,,,,,,,
60,2003-05-15,The Matrix Reloaded,150000000.0,281553689.0,738576929.0,588576929.0,3.9238461933333335,2003,the matrix reloaded,,,,,,,,,,Unknown,,,,,,,
61,2007-12-14,I am Legend,150000000.0,256393010.0,585532684.0,435532684.0,2.9035512266666665,2007,i am legend,,,,,,,,,,Unknown,,,,,,,
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,487517365.0,3.2501157666666667,2016,moana,tt3521164,Moana,Moana,2016.0,107.0,"Adventure,Animation,Comedy",7.6,224253.0,moana,Adventure,Moana,BV,248800000.0,394600000.0,2016.0,643400000.0,moana
